,lat lon,valid time,DewPointFahrenheit,DominantType,DryBulbFahrenheit,HourlyPrecip,RelativeHumidity,SkyCondition,Visibility,WeatherType,WetBulbFahrenheit,WindDirection,WindGust,WindSpeed,APCP,SNOD,SNOW,day
539,28.0 -114.25,2020-10-06 09:00:00-05:00,70.310,0.000,74.444,0.000,87.000,0.000,15700.000,NA,74.340,288.943,4.333,1.990,0.000,0.000,0.000,20201006
540,34.0 -93.25,2020-10-06 10:00:00-05:00,50.192,0.000,56.366,0.000,80.900,0.000,17700.000,NA,56.279,346.972,1.269,0.501,0.000,0.000,0.000,20201006
541,44.0 -123.5,2020-10-06 10:00:00-05:00,51.992,0.000,51.979,0.000,99.800,27.000,200.000,NA,51.979,86.789,5.456,2.015,0.000,0.000,0.000,20201006
542,48.0 -120.0,2020-10-06 10:00:00-05:00,39.729,0.000,61.204,0.000,43.700,0.625,44100.000,NA,60.869,351.608,7.144,5.484,0.000,0.000,0.000,20201006
543,28.0 -114.25,2020-10-06 10:00:00-05:00,70.779,0.000,74.366,0.000,88.600,0.000,15000.000,NA,74.275,250.611,2.206,2.107,0.000,0.000,0.000,20201006
544,34.0 -93.25,2020-10-06 11:00:00-05:00,53.652,0.000,62.681,0.000,73.800,0.000,21600.000,NA,62.532,37.011,2.227,0.409,0.000,0.000,0.000,20201006
545,44.0 -123.5,2020-10-06 11:00:00-05:00,52.527,0.000,53.569,0.000,97.600,21.750,12200.000,NA,53.554,83.100,4.852,2.200,0.000,0.000,0.000,20201006
546,48.0 -120.0,2020-10-06 11:00:00-05:00,39.252,0.000,63.469,0.000,40.600,0.500,47500.000,NA,63.078,349.234,8.852,6.377,0.000,0.000,0.000,20201006
547,28.0 -114.25,2020-10-06 11:00:00-05:00,70.752,0.000,74.156,0.000,88.900,0.000,14700.000,NA,74.070,262.186,2.852,2.653,0.000,0.000,0.000,20201006
548,34.0 -93.25,2020-10-06 12:00:00-05:00,54.529,0.000,67.847,0.000,63.900,0.000,28500.000,NA,67.603,54.477,1.478,0.483,0.000,0.000,0.000,20201006
549,44.0 -123.5,2020-10-06 12:00:00-05:00,52.504,0.000,57.497,0.000,85.400,6.625,15500.000,NA,57.421,85.964,4.228,2.211,0.010,0.000,0.000,20201006
550,48.0 -120.0,2020-10-06 12:00:00-05:00,39.904,0.000,63.684,0.000,42.500,0.000,45000.000,NA,63.295,349.537,9.041,5.751,0.000,0.000,0.000,20201006
551,28.0 -114.25,2020-10-06 12:00:00-05:00,70.954,0.000,74.259,0.000,89.200,0.000,14600.000,NA,74.175,272.655,3.791,3.360,0.000,0.000,0.000,20201006
552,34.0 -93.25,2020-10-06 13:00:00-05:00,55.009,0.000,71.277,0.000,57.900,0.000,33600.000,NA,70.958,74.779,1.126,0.546,0.000,0.000,0.000,20201006
553,44.0 -123.5,2020-10-06 13:00:00-05:00,52.422,0.000,62.952,0.000,70.900,0.000,22000.000,NA,62.776,81.258,3.376,2.177,0.000,0.000,0.000,20201006
554,48.0 -120.0,2020-10-06 13:00:00-05:00,40.947,0.000,65.314,0.000,42.500,0.000,44600.000,NA,64.898,350.388,7.313,4.329,0.000,0.000,0.000,20201006
555,28.0 -114.25,2020-10-06 13:00:00-05:00,70.984,0.000,74.427,0.000,88.700,0.000,14700.000,NA,74.339,274.688,4.876,4.049,0.000,0.000,0.000,20201006
556,34.0 -93.25,2020-10-06 14:00:00-05:00,54.035,0.000,73.693,0.000,51.400,0.000,40000.000,NA,73.298,74.362,1.148,0.956,0.000,0.000,0.000,20201006
557,44.0 -123.5,2020-10-06 14:00:00-05:00,51.335,0.000,67.843,0.000,57.600,0.000,30800.000,NA,67.548,77.969,2.460,1.835,0.000,0.000,0.000,20201006
558,48.0 -120.0,2020-10-06 14:00:00-05:00,42.222,0.000,64.581,0.000,46.100,0.000,40500.000,NA,64.197,14.504,5.148,1.428,0.000,0.000,0.000,20201006
559,28.0 -114.25,2020-10-06 14:00:00-05:00,70.235,0.000,74.706,0.000,85.700,0.000,16000.000,NA,74.593,280.488,6.960,4.848,0.000,0.000,0.000,20201006
560,34.0 -93.25,2020-10-06 15:00:00-05:00,53.402,0.000,74.319,0.000,49.100,0.000,42300.000,NA,73.897,54.469,0.954,0.885,0.000,0.000,0.000,20201006
561,44.0 -123.5,2020-10-06 15:00:00-05:00,51.602,0.000,72.069,0.000,50.500,0.000,36500.000,NA,71.673,71.419,1.454,1.221,0.000,0.000,0.000,20201006
562,48.0 -120.0,2020-10-06 15:00:00-05:00,41.139,0.000,65.432,0.000,42.900,0.000,43900.000,NA,65.015,96.524,4.517,0.976,0.000,0.000,0.000,20201006
563,28.0 -114.25,2020-10-06 15:00:00-05:00,68.814,0.000,75.107,0.000,80.700,0.000,18300.000,NA,74.949,284.431,8.579,5.323,0.000,0.000,0.000,20201006
564,34.0 -93.25,2020-10-06 16:00:00-05:00,54.223,0.000,75.377,0.000,48.300,0.000,43300.000,NA,74.938,47.508,1.257,1.128,0.000,0.000,0.000,20201006
565,44.0 -123.5,2020-10-06 16:00:00-05:00,50.511,0.000,76.164,0.000,42.100,0.000,45200.000,NA,75.639,56.356,1.069,0.924,0.000,0.000,0.000,20201006
566,48.0 -120.0,2020-10-06 16:00:00-05:00,41.173,0.000,66.714,0.000,41.300,0.000,45700.000,NA,66.265,151.668,4.757,2.543,0.000,0.000,0.000,20201006
567,28.0 -114.25,2020-10-06 16:00:00-05:00,68.061,0.000,75.714,0.000,76.700,0.000,20300.000,NA,75.523,291.120,10.132,6.277,0.000,0.000,0.000,20201006
568,34.0 -93.25,2020-10-06 17:00:00-05:00,55.346,0.000,75.397,0.000,49.700,0.000,43000.000,NA,74.974,56.931,1.142,1.055,0.000,0.000,0.000,20201006
569,44.0 -123.5,2020-10-06 17:00:00-05:00,50.509,0.000,78.322,0.000,39.100,0.000,48600.000,NA,77.730,54.983,1.204,1.003,0.000,0.000,0.000,20201006
570,48.0 -120.0,2020-10-06 17:00:00-05:00,40.721,0.000,67.410,0.000,39.300,0.000,48200.000,NA,66.937,162.832,5.517,2.995,0.000,0.000,0.000,20201006
571,28.0 -114.25,2020-10-06 17:00:00-05:00,67.609,0.000,76.072,0.000,74.700,0.000,21300.000,NA,75.860,302.984,11.954,7.142,0.000,0.000,0.000,20201006
572,34.0 -93.25,2020-10-06 18:00:00-05:00,58.889,0.000,73.229,0.000,57.900,0.000,40300.000,NA,72.923,55.434,1.546,1.254,0.000,0.000,0.000,20201006
573,44.0 -123.5,2020-10-06 18:00:00-05:00,50.002,0.000,78.404,0.000,38.000,0.000,50100.000,NA,77.802,45.375,1.359,0.923,0.000,0.000,0.000,20201006
574,48.0 -120.0,2020-10-06 18:00:00-05:00,42.464,0.000,68.954,0.000,39.200,0.000,48600.000,NA,68.460,176.577,4.671,0.540,0.000,0.000,0.000,20201006
575,28.0 -114.25,2020-10-06 18:00:00-05:00,70.814,0.000,74.917,0.000,85.300,0.000,17400.000,NA,74.811,19.165,8.171,1.812,0.000,0.000,0.000,20201006
576,34.0 -93.25,2020-10-06 19:00:00-05:00,56.485,0.000,67.566,0.000,57.900,0.000,35100.000,NA,67.358,64.442,1.457,1.404,0.000,0.000,0.000,20201006
577,44.0 -123.5,2020-10-06 19:00:00-05:00,50.185,0.000,78.816,0.000,37.200,0.000,51400.000,NA,78.203,350.757,2.207,0.677,0.000,0.000,0.000,20201006
578,48.0 -120.0,2020-10-06 19:00:00-05:00,41.298,0.000,67.903,0.000,38.300,0.000,49900.000,NA,67.424,0.313,4.644,2.981,0.000,0.000,0.000,20201006
579,28.0 -114.25,2020-10-06 19:00:00-05:00,70.885,0.000,74.091,0.000,89.500,0.000,14400.000,NA,74.009,9.786,10.894,3.405,0.000,0.000,0.000,20201006
580,34.0 -93.25,2020-10-06 20:00:00-05:00,57.171,0.000,62.551,0.000,69.700,0.000,23700.000,NA,62.457,79.722,1.207,0.841,0.000,0.000,0.000,20201006
581,44.0 -123.5,2020-10-06 20:00:00-05:00,51.996,0.000,74.476,0.000,43.500,0.000,44800.000,NA,74.019,26.944,1.769,0.308,0.000,0.000,0.000,20201006
582,48.0 -120.0,2020-10-06 20:00:00-05:00,43.446,0.000,64.126,0.000,46.200,0.000,41600.000,NA,63.767,346.202,7.207,4.917,0.000,0.000,0.000,20201006
583,28.0 -114.25,2020-10-06 20:00:00-05:00,70.671,0.000,74.026,0.000,88.800,0.000,14700.000,NA,73.941,357.380,9.394,3.779,0.000,0.000,0.000,20201006
584,34.0 -93.25,2020-10-06 21:00:00-05:00,55.868,0.000,59.266,0.000,76.300,0.000,19600.000,NA,59.211,72.013,1.848,1.193,0.000,0.000,0.000,20201006
585,44.0 -123.5,2020-10-06 21:00:00-05:00,55.305,0.000,67.478,0.000,58.800,0.000,30200.000,NA,67.248,259.525,3.660,2.787,0.000,0.000,0.000,20201006
586,48.0 -120.0,2020-10-06 21:00:00-05:00,45.405,0.000,61.853,0.000,53.300,0.000,34700.000,NA,61.572,335.807,6.973,4.857,0.000,0.000,0.000,20201006
587,28.0 -114.25,2020-10-06 21:00:00-05:00,70.268,0.000,74.341,0.000,86.900,28.625,15500.000,NA,74.238,353.568,7.973,3.264,0.000,0.000,0.000,20201006
588,34.0 -93.25,2020-10-06 22:00:00-05:00,53.828,0.000,56.255,0.000,81.700,0.000,17100.000,NA,56.218,102.282,1.553,0.904,0.000,0.000,0.000,20201006
589,44.0 -123.5,2020-10-06 22:00:00-05:00,56.528,0.000,64.355,0.000,70.700,0.000,22400.000,NA,64.212,262.284,3.678,2.829,0.000,0.000,0.000,20201006
590,48.0 -120.0,2020-10-06 22:00:00-05:00,42.128,0.000,61.542,0.000,47.500,0.000,40100.000,NA,61.227,332.328,8.116,5.499,0.000,0.000,0.000,20201006
591,28.0 -114.25,2020-10-06 22:00:00-05:00,71.266,0.000,74.142,0.000,90.700,0.000,14100.000,NA,74.069,336.027,8.303,1.978,0.000,0.000,0.000,20201006
592,34.0 -93.25,2020-10-06 23:00:00-05:00,52.954,0.000,54.439,0.000,85.500,0.000,15100.000,NA,54.417,97.521,1.062,0.528,0.000,0.000,0.000,20201006
593,44.0 -123.5,2020-10-06 23:00:00-05:00,55.091,0.000,61.864,0.000,71.300,0.000,22100.000,NA,61.748,263.475,2.999,2.808,0.000,0.000,0.000,20201006
594,48.0 -120.0,2020-10-06 23:00:00-05:00,39.904,0.000,61.189,0.000,43.700,0.000,44200.000,NA,60.855,335.863,6.562,4.376,0.000,0.000,0.000,20201006
595,28.0 -114.25,2020-10-06 23:00:00-05:00,70.841,0.000,74.239,0.000,88.800,0.000,14800.000,NA,74.152,311.159,5.374,3.124,0.000,0.000,0.000,20201006
596,34.0 -93.25,2020-10-07 00:00:00-05:00,51.810,0.000,53.176,0.000,86.600,0.000,14400.000,NA,53.158,7.001,1.089,1.105,0.000,0.000,0.000,20201007
597,44.0 -123.5,2020-10-07 00:00:00-05:00,53.948,0.000,60.264,0.000,73.500,0.000,20900.000,NA,60.161,254.147,2.901,2.849,0.000,0.000,0.000,20201007
598,48.0 -120.0,2020-10-07 00:00:00-05:00,38.760,0.000,60.939,0.000,42.200,0.000,45900.000,NA,60.599,340.820,6.401,4.536,0.000,0.000,0.000,20201007
599,28.0 -114.25,2020-10-07 00:00:00-05:00,69.473,0.000,74.551,0.000,83.800,0.000,16900.000,NA,74.424,305.103,6.151,4.190,0.000,0.000,0.000,20201007
600,34.0 -93.25,2020-10-07 01:00:00-05:00,50.829,0.000,52.039,0.000,87.500,0.000,14000.000,NA,52.023,348.689,1.617,1.596,0.000,0.000,0.000,20201007
601,44.0 -123.5,2020-10-07 01:00:00-05:00,52.741,0.000,59.351,0.000,74.600,0.000,20400.000,NA,59.246,248.919,3.617,2.948,0.000,0.000,0.000,20201007
602,48.0 -120.0,2020-10-07 01:00:00-05:00,40.141,0.000,60.589,0.000,45.100,0.000,42600.000,NA,60.271,342.555,6.367,4.588,0.000,0.000,0.000,20201007
603,28.0 -114.25,2020-10-07 01:00:00-05:00,69.166,0.000,74.651,0.000,82.900,0.000,17300.000,NA,74.514,311.407,6.867,4.917,0.000,0.000,0.000,20201007
604,34.0 -93.25,2020-10-07 02:00:00-05:00,50.172,0.000,51.250,0.000,88.100,1.375,13700.000,NA,51.236,340.110,1.855,1.808,0.000,0.000,0.000,20201007
605,44.0 -123.5,2020-10-07 02:00:00-05:00,52.422,0.000,58.338,0.000,76.900,0.000,19200.000,NA,58.246,242.529,3.855,3.088,0.000,0.000,0.000,20201007
606,48.0 -120.0,2020-10-07 02:00:00-05:00,39.822,0.000,60.250,0.000,44.900,0.000,42700.000,NA,59.936,344.338,5.917,4.362,0.000,0.000,0.000,20201007
607,28.0 -114.25,2020-10-07 02:00:00-05:00,68.734,0.000,74.425,0.000,82.200,0.000,17600.000,NA,74.284,322.116,7.105,5.480,0.000,0.000,0.000,20201007
608,34.0 -93.25,2020-10-07 03:00:00-05:00,49.268,0.000,50.409,0.000,88.400,0.625,13700.000,NA,50.395,339.677,1.843,1.847,0.000,0.000,0.000,20201007
609,44.0 -123.5,2020-10-07 03:00:00-05:00,52.418,0.000,57.046,0.000,81.300,0.000,17200.000,NA,56.976,237.150,4.155,3.144,0.000,0.000,0.000,20201007
610,48.0 -120.0,2020-10-07 03:00:00-05:00,39.368,0.000,59.184,0.000,45.600,0.000,42100.000,NA,58.887,345.003,5.343,3.928,0.000,0.000,0.000,20201007
611,28.0 -114.25,2020-10-07 03:00:00-05:00,68.618,0.000,74.259,0.000,82.100,0.000,17700.000,NA,74.120,323.741,6.530,4.783,0.000,0.000,0.000,20201007
612,34.0 -93.25,2020-10-07 04:00:00-05:00,48.286,0.000,49.254,0.000,89.100,2.750,13100.000,NA,49.242,357.870,1.444,1.457,0.000,0.000,0.000,20201007
613,44.0 -123.5,2020-10-07 04:00:00-05:00,52.224,0.000,55.779,0.000,84.700,0.000,15800.000,NA,55.726,231.499,4.319,3.184,0.000,0.000,0.000,20201007
614,48.0 -120.0,2020-10-07 04:00:00-05:00,39.399,0.000,58.141,0.000,47.000,0.000,40600.000,NA,57.865,344.520,4.819,3.715,0.000,0.000,0.000,20201007
615,28.0 -114.25,2020-10-07 04:00:00-05:00,68.536,0.000,74.229,0.000,82.300,0.000,17600.000,NA,74.088,324.845,8.819,4.762,0.000,0.000,0.000,20201007
616,34.0 -93.25,2020-10-07 05:00:00-05:00,47.910,0.000,48.731,0.000,88.000,2.250,13000.000,NA,48.721,357.691,0.717,0.689,0.000,0.000,0.000,20201007
617,44.0 -123.5,2020-10-07 05:00:00-05:00,52.298,0.000,54.806,0.000,88.200,0.000,14300.000,NA,54.769,226.995,4.280,3.115,0.000,0.000,0.000,20201007
618,48.0 -120.0,2020-10-07 05:00:00-05:00,39.023,0.000,57.618,0.000,46.600,7.750,41000.000,NA,57.349,346.731,4.530,3.661,0.000,0.000,0.000,20201007
619,28.0 -114.25,2020-10-07 05:00:00-05:00,68.273,0.000,74.043,0.000,82.100,0.000,17700.000,NA,73.902,324.379,8.655,5.306,0.000,0.000,0.000,20201007
620,34.0 -93.25,2020-10-07 06:00:00-05:00,47.982,0.000,49.086,0.000,88.300,0.000,13000.000,NA,49.073,340.943,2.349,2.267,0.000,0.000,0.000,20201007
621,44.0 -123.5,2020-10-07 06:00:00-05:00,53.607,0.000,55.274,0.000,91.700,6.750,12900.000,NA,55.249,220.941,4.224,3.037,0.000,0.000,0.000,20201007
622,48.0 -120.0,2020-10-07 06:00:00-05:00,38.419,0.000,57.299,0.000,45.300,0.000,42300.000,NA,57.029,3.046,4.349,3.711,0.000,0.000,0.000,20201007
623,28.0 -114.25,2020-10-07 06:00:00-05:00,69.469,0.000,73.949,0.000,85.700,0.000,16100.000,NA,73.838,318.276,5.349,4.211,0.000,0.000,0.000,20201007
624,34.0 -93.25,2020-10-07 07:00:00-05:00,46.871,0.000,47.615,0.000,88.000,0.000,12800.000,NA,47.606,336.621,1.978,1.825,0.000,0.000,0.000,20201007
625,44.0 -123.5,2020-10-07 07:00:00-05:00,53.171,0.000,54.590,0.000,92.400,9.125,12600.000,NA,54.569,223.626,4.165,2.952,0.000,0.000,0.000,20201007
626,48.0 -120.0,2020-10-07 07:00:00-05:00,37.196,0.000,53.802,0.000,42.700,0.000,45300.000,NA,53.584,21.061,3.228,3.202,0.000,0.000,0.000,20201007
627,28.0 -114.25,2020-10-07 07:00:00-05:00,69.483,0.000,73.940,0.000,85.800,0.000,16000.000,NA,73.829,319.283,5.478,4.272,0.000,0.000,0.000,20201007
628,34.0 -93.25,2020-10-07 08:00:00-05:00,48.217,0.000,49.184,0.000,94.500,1.375,12400.000,NA,49.172,338.386,1.831,1.527,0.000,0.000,0.000,20201007
629,44.0 -123.5,2020-10-07 08:00:00-05:00,53.054,0.000,53.909,0.000,94.500,12.250,12200.000,NA,53.897,226.573,3.706,2.754,0.000,0.000,0.000,20201007
630,48.0 -120.0,2020-10-07 08:00:00-05:00,36.854,0.000,52.447,0.000,41.500,0.000,46700.000,NA,52.248,17.842,3.268,3.264,0.000,0.000,0.000,20201007
631,28.0 -114.25,2020-10-07 08:00:00-05:00,69.592,0.000,73.822,0.000,86.400,0.000,15800.000,NA,73.717,320.873,4.831,3.763,0.000,0.000,0.000,20201007
632,34.0 -93.25,2020-10-07 09:00:00-05:00,52.036,0.000,55.468,0.000,88.200,0.000,14500.000,NA,55.419,332.867,0.642,0.311,0.000,0.000,0.000,20201007
633,44.0 -123.5,2020-10-07 09:00:00-05:00,52.711,0.000,53.218,0.000,95.800,12.500,12200.000,NA,53.211,220.819,3.267,2.607,0.000,0.000,0.000,20201007
634,48.0 -120.0,2020-10-07 09:00:00-05:00,41.236,0.000,53.556,0.000,52.400,0.000,35400.000,NA,53.385,359.753,4.080,3.902,0.000,0.000,0.000,20201007
635,28.0 -114.25,2020-10-07 09:00:00-05:00,70.036,0.000,73.806,0.000,87.800,3.000,15200.000,NA,73.712,314.424,7.080,3.699,0.000,0.000,0.000,20201007
636,34.0 -93.25,2020-10-07 10:00:00-05:00,55.329,0.000,61.710,0.000,79.300,0.000,17900.000,NA,61.604,161.985,1.022,0.171,0.000,0.000,0.000,20201007
637,44.0 -123.5,2020-10-07 10:00:00-05:00,53.417,0.000,53.498,0.000,99.600,28.375,200.000,NA,53.497,210.346,2.772,1.999,0.000,0.000,0.000,20201007
638,48.0 -120.0,2020-10-07 10:00:00-05:00,38.004,0.000,56.310,0.000,46.600,0.000,41100.000,NA,56.055,1.809,4.335,3.652,0.000,0.000,0.000,20201007
639,28.0 -114.25,2020-10-07 10:00:00-05:00,69.842,0.000,73.748,0.000,87.300,0.000,15400.000,NA,73.651,313.200,6.710,3.872,0.000,0.000,0.000,20201007
640,34.0 -93.25,2020-10-07 11:00:00-05:00,57.595,0.000,68.130,0.000,70.000,0.000,23800.000,NA,67.927,167.821,1.248,0.537,0.000,0.000,0.000,20201007
641,44.0 -123.5,2020-10-07 11:00:00-05:00,54.332,0.000,55.530,0.000,96.700,15.875,12200.000,NA,55.512,209.960,2.560,1.400,0.000,0.000,0.000,20201007
642,48.0 -120.0,2020-10-07 11:00:00-05:00,40.382,0.000,59.580,0.000,48.900,0.000,38700.000,NA,59.285,355.077,3.310,3.048,0.000,0.000,0.000,20201007
643,28.0 -114.25,2020-10-07 11:00:00-05:00,69.520,0.000,73.530,0.000,87.100,0.000,15600.000,NA,73.431,315.322,5.810,3.217,0.000,0.000,0.000,20201007
644,34.0 -93.25,2020-10-07 12:00:00-05:00,58.041,0.000,73.032,0.000,60.500,0.000,31200.000,NA,72.717,134.430,1.200,0.545,0.000,0.000,0.000,20201007
645,44.0 -123.5,2020-10-07 12:00:00-05:00,55.454,0.000,58.632,0.000,90.600,7.250,13500.000,NA,58.580,214.400,3.388,1.523,0.000,0.000,0.000,20201007
646,48.0 -120.0,2020-10-07 12:00:00-05:00,38.466,0.000,59.757,0.000,46.300,35.125,40800.000,NA,59.438,15.903,2.075,1.878,0.000,0.000,0.000,20201007
647,28.0 -114.25,2020-10-07 12:00:00-05:00,69.291,0.000,73.594,0.000,86.900,0.000,15700.000,NA,73.488,310.937,5.325,3.042,0.000,0.000,0.000,20201007
648,34.0 -93.25,2020-10-07 13:00:00-05:00,58.280,0.000,76.036,0.000,55.200,0.000,35800.000,NA,75.643,57.107,0.902,0.457,0.000,0.000,0.000,20201007
649,44.0 -123.5,2020-10-07 13:00:00-05:00,57.943,0.000,62.086,0.000,88.500,1.125,14200.000,NA,62.012,222.686,3.215,1.278,0.000,0.000,0.000,20201007
650,48.0 -120.0,2020-10-07 13:00:00-05:00,39.943,0.000,58.599,0.000,51.900,34.250,35200.000,NA,58.319,56.489,2.152,2.034,0.000,0.000,0.000,20201007
651,28.0 -114.25,2020-10-07 13:00:00-05:00,68.968,0.000,73.449,0.000,86.200,0.000,15900.000,NA,73.339,304.508,5.777,3.858,0.000,0.000,0.000,20201007
652,34.0 -93.25,2020-10-07 14:00:00-05:00,57.609,0.000,78.288,0.000,50.100,0.000,41000.000,NA,77.816,43.050,1.428,0.909,0.000,0.000,0.000,20201007
653,44.0 -123.5,2020-10-07 14:00:00-05:00,58.959,0.000,65.463,0.000,82.100,0.000,16500.000,NA,65.338,243.767,3.490,1.607,0.000,0.000,0.000,20201007
654,48.0 -120.0,2020-10-07 14:00:00-05:00,40.959,0.000,59.613,0.000,52.500,0.000,34500.000,NA,59.324,68.762,1.990,2.007,0.000,0.000,0.000,20201007
655,28.0 -114.25,2020-10-07 14:00:00-05:00,69.422,0.000,73.225,0.000,88.000,0.000,15100.000,NA,73.132,304.485,7.053,4.706,0.000,0.000,0.000,20201007
656,34.0 -93.25,2020-10-07 15:00:00-05:00,57.014,0.000,79.963,0.000,46.100,0.000,45400.000,NA,79.429,55.347,0.972,0.830,0.000,0.000,0.000,20201007
657,44.0 -123.5,2020-10-07 15:00:00-05:00,57.239,0.000,69.388,0.000,67.800,0.000,23800.000,NA,69.144,256.712,2.597,1.482,0.000,0.000,0.000,20201007
658,48.0 -120.0,2020-10-07 15:00:00-05:00,40.026,0.000,61.063,0.000,48.100,0.000,38600.000,NA,60.732,87.035,2.222,1.873,0.000,0.000,0.000,20201007
659,28.0 -114.25,2020-10-07 15:00:00-05:00,69.051,0.000,73.325,0.000,86.700,0.000,15600.000,NA,73.221,308.494,8.160,5.277,0.000,0.000,0.000,20201007
660,34.0 -93.25,2020-10-07 16:00:00-05:00,57.366,0.000,80.708,0.000,45.200,0.000,46600.000,NA,80.155,52.363,1.451,1.095,0.000,0.000,0.000,20201007
661,44.0 -123.5,2020-10-07 16:00:00-05:00,57.704,0.000,71.595,0.000,64.300,0.000,25700.000,NA,71.304,267.875,3.201,2.197,0.000,0.000,0.000,20201007
662,48.0 -120.0,2020-10-07 16:00:00-05:00,39.816,0.000,62.258,0.000,45.900,0.000,40700.000,NA,61.899,108.977,3.139,2.173,0.000,0.000,0.000,20201007
663,28.0 -114.25,2020-10-07 16:00:00-05:00,68.166,0.000,73.508,0.000,83.100,0.000,17300.000,NA,73.379,312.916,8.576,5.388,0.000,0.000,0.000,20201007
664,34.0 -93.25,2020-10-07 17:00:00-05:00,58.667,0.000,80.823,0.000,46.700,0.000,46200.000,NA,80.288,53.235,1.595,0.795,0.000,0.000,0.000,20201007
665,44.0 -123.5,2020-10-07 17:00:00-05:00,57.767,0.000,72.385,0.000,62.600,0.250,26600.000,NA,72.075,279.644,4.158,2.841,0.000,0.000,0.000,20201007
666,48.0 -120.0,2020-10-07 17:00:00-05:00,41.792,0.000,63.385,0.000,47.400,7.500,39100.000,NA,63.022,137.074,3.283,2.679,0.000,0.000,0.000,20201007
667,28.0 -114.25,2020-10-07 17:00:00-05:00,67.217,0.000,73.960,0.000,79.300,0.000,19100.000,NA,73.798,317.018,9.470,6.033,0.000,0.000,0.000,20201007
668,34.0 -93.25,2020-10-07 18:00:00-05:00,63.820,0.000,78.880,0.000,56.600,0.000,43300.000,NA,78.503,65.806,2.843,0.706,0.000,0.000,0.000,20201007
669,44.0 -123.5,2020-10-07 18:00:00-05:00,56.282,0.000,70.893,0.000,61.900,0.625,27000.000,NA,70.596,281.188,4.530,3.102,0.000,0.000,0.000,20201007
670,48.0 -120.0,2020-10-07 18:00:00-05:00,41.657,0.000,64.368,0.000,44.700,54.875,42100.000,NA,63.980,157.226,4.343,3.279,0.000,0.000,0.000,20201007
671,28.0 -114.25,2020-10-07 18:00:00-05:00,69.782,0.000,74.493,0.000,85.000,0.000,16500.000,NA,74.374,311.741,10.218,3.157,0.000,0.000,0.000,20201007
672,34.0 -93.25,2020-10-07 19:00:00-05:00,60.448,0.000,71.989,0.000,56.300,0.000,36100.000,NA,71.743,81.180,1.413,1.232,0.000,0.000,0.000,20201007
673,44.0 -123.5,2020-10-07 19:00:00-05:00,56.285,0.000,68.164,0.000,67.100,1.375,23500.000,NA,67.934,283.202,5.913,3.564,0.000,0.000,0.000,20201007
674,48.0 -120.0,2020-10-07 19:00:00-05:00,41.998,0.000,63.552,0.000,45.600,0.000,41500.000,NA,63.187,167.831,3.351,2.812,0.000,0.000,0.000,20201007
675,28.0 -114.25,2020-10-07 19:00:00-05:00,69.785,0.000,74.352,0.000,85.400,0.000,16300.000,NA,74.237,345.340,10.226,2.844,0.000,0.000,0.000,20201007
676,34.0 -93.25,2020-10-07 20:00:00-05:00,61.788,0.000,66.245,0.000,71.900,0.000,22100.000,NA,66.157,108.730,1.121,0.587,0.000,0.000,0.000,20201007
677,44.0 -123.5,2020-10-07 20:00:00-05:00,57.400,0.000,64.108,0.000,79.600,3.125,17200.000,NA,63.984,281.852,6.496,3.647,0.000,0.000,0.000,20201007
678,48.0 -120.0,2020-10-07 20:00:00-05:00,42.325,0.000,60.620,0.000,48.000,0.000,39900.000,NA,60.325,198.571,3.308,2.375,0.000,0.000,0.000,20201007
679,28.0 -114.25,2020-10-07 20:00:00-05:00,69.550,0.000,74.120,0.000,85.500,0.000,16100.000,NA,74.006,346.484,9.933,4.306,0.000,0.000,0.000,20201007
680,34.0 -93.25,2020-10-07 21:00:00-05:00,59.327,0.000,62.687,0.000,74.600,0.000,20400.000,NA,62.627,107.110,1.727,0.734,0.000,0.000,0.000,20201007
681,44.0 -123.5,2020-10-07 21:00:00-05:00,56.402,0.000,59.425,0.000,89.100,12.500,13800.000,NA,59.374,277.490,7.352,3.138,0.000,0.000,0.000,20201007
682,48.0 -120.0,2020-10-07 21:00:00-05:00,43.127,0.000,56.275,0.000,49.700,0.000,38100.000,NA,56.076,225.309,3.664,2.618,0.000,0.000,0.000,20201007
683,28.0 -114.25,2020-10-07 21:00:00-05:00,69.452,0.000,74.162,0.000,85.000,0.000,16300.000,NA,74.045,341.191,11.289,5.384,0.000,0.000,0.000,20201007
684,34.0 -93.25,2020-10-07 22:00:00-05:00,57.742,0.000,60.079,0.000,80.900,0.000,17200.000,NA,60.040,91.057,1.551,0.973,0.000,0.000,0.000,20201007
685,44.0 -123.5,2020-10-07 22:00:00-05:00,55.942,0.000,58.054,0.000,91.700,14.750,13100.000,NA,58.020,273.273,7.676,2.969,0.000,0.000,0.000,20201007
686,48.0 -120.0,2020-10-07 22:00:00-05:00,42.667,0.000,58.391,0.000,50.200,0.000,37500.000,NA,58.147,224.416,5.614,3.700,0.000,0.000,0.000,20201007
687,28.0 -114.25,2020-10-07 22:00:00-05:00,69.442,0.000,74.029,0.000,85.400,0.000,16100.000,NA,73.915,337.836,10.989,6.864,0.000,0.000,0.000,20201007
688,34.0 -93.25,2020-10-07 23:00:00-05:00,56.413,0.000,58.036,0.000,82.900,0.000,15600.000,NA,58.010,71.948,0.905,0.113,0.000,0.000,0.000,20201007
